date,time_slot,depot_name,total_trains_available,trains_in_service,trains_under_maintenance,ready_for_induction,average_turnaround_time_min,energy_consumption_kwh,fault_probability
2025-10-20,05:45:00,Muttom Yard,25,10,2,13,19,473,0.0209
2025-10-20,06:00:00,Aluva Depot,10,4,1,5,24,410,0.0386
2025-10-20,06:00:00,Muttom Yard,25,10,2,13,16,310,0.0337
2025-10-20,06:15:00,Aluva Depot,10,4,1,5,23,437,0.0371
2025-10-20,06:15:00,Muttom Yard,25,10,2,13,16,489,0.0211
2025-10-20,06:30:00,Aluva Depot,10,4,2,4,23,313,0.0293
2025-10-20,06:30:00,Muttom Yard,25,10,1,14,16,290,0.0333
2025-10-20,06:45:00,Aluva Depot,10,4,3,3,18,238,0.0385
2025-10-20,06:45:00,Muttom Yard,25,10,1,14,20,354,0.0126
2025-10-20,07:00:00,Aluva Depot,10,4,1,5,17,470,0.0104
2025-10-20,07:00:00,Muttom Yard,25,10,2,13,23,240,0.021
2025-10-20,07:15:00,Aluva Depot,10,4,3,3,22,403,0.0236
2025-10-20,07:15:00,Muttom Yard,25,10,2,13,15,491,0.0306
2025-10-20,07:30:00,Aluva Depot,10,4,2,4,22,452,0.0149
2025-10-20,07:30:00,Muttom Yard,25,10,3,12,23,394,0.0465
2025-10-20,07:45:00,Aluva Depot,10,4,2,4,22,223,0.0235
2025-10-20,07:45:00,Muttom Yard,25,10,3,12,17,213,0.033
2025-10-20,08:00:00,Aluva Depot,10,8,2,0,22,470,0.0359
2025-10-20,08:00:00,Muttom Yard,25,20,3,2,19,458,0.0259
2025-10-20,08:15:00,Aluva Depot,10,8,2,0,16,487,0.0224
2025-10-20,08:15:00,Muttom Yard,25,20,3,2,17,445,0.0268
2025-10-20,08:30:00,Aluva Depot,10,8,1,1,16,443,0.0109
2025-10-20,08:30:00,Muttom Yard,25,20,2,3,20,394,0.0431
2025-10-20,08:45:00,Aluva Depot,10,8,1,1,16,351,0.0371
2025-10-20,08:45:00,Muttom Yard,25,20,1,4,18,323,0.0255
2025-10-20,09:00:00,Aluva Depot,10,8,2,0,15,363,0.0479
2025-10-20,09:00:00,Muttom Yard,25,20,3,2,19,294,0.0218
2025-10-20,09:15:00,Aluva Depot,10,8,1,1,16,335,0.0108
2025-10-20,09:15:00,Muttom Yard,25,20,2,3,16,453,0.0244
2025-10-20,09:30:00,Aluva Depot,10,8,1,1,20,348,0.0366
2025-10-20,09:30:00,Muttom Yard,25,20,2,3,20,279,0.0323
2025-10-20,09:45:00,Aluva Depot,10,8,3,0,20,491,0.0364
2025-10-20,09:45:00,Muttom Yard,25,20,2,3,18,213,0.0139
2025-10-20,10:00:00,Aluva Depot,10,8,2,0,22,326,0.0189
2025-10-20,10:00:00,Muttom Yard,25,20,1,4,24,278,0.012
2025-10-20,10:15:00,Aluva Depot,10,8,1,1,22,393,0.0294
2025-10-20,10:15:00,Muttom Yard,25,20,3,2,20,210,0.0292
2025-10-20,10:30:00,Aluva Depot,10,8,1,1,20,274,0.0104
2025-10-20,10:30:00,Muttom Yard,25,20,1,4,15,363,0.0346
2025-10-20,10:45:00,Aluva Depot,10,8,1,1,23,226,0.0376
2025-10-20,10:45:00,Muttom Yard,25,20,1,4,16,345,0.038
2025-10-20,11:00:00,Aluva Depot,10,8,3,0,20,387,0.019
2025-10-20,11:00:00,Muttom Yard,25,20,3,2,21,453,0.0325
2025-10-20,11:15:00,Aluva Depot,10,8,1,1,15,369,0.0285
2025-10-20,11:15:00,Muttom Yard,25,20,3,2,19,359,0.0311
2025-10-20,11:30:00,Aluva Depot,10,8,3,0,18,432,0.039
2025-10-20,11:30:00,Muttom Yard,25,20,2,3,24,286,0.0425
2025-10-20,11:45:00,Aluva Depot,10,8,3,0,16,474,0.0162
2025-10-20,11:45:00,Muttom Yard,25,20,2,3,22,453,0.0288
2025-10-20,12:00:00,Aluva Depot,10,4,3,3,22,411,0.0223
2025-10-20,12:00:00,Muttom Yard,25,10,2,13,20,463,0.0185
2025-10-20,12:15:00,Aluva Depot,10,4,2,4,24,219,0.0187
2025-10-20,12:15:00,Muttom Yard,25,10,3,12,16,357,0.0172
2025-10-20,12:30:00,Aluva Depot,10,4,3,3,19,205,0.0247
2025-10-20,12:30:00,Muttom Yard,25,10,2,13,24,387,0.0234
2025-10-20,12:45:00,Aluva Depot,10,4,1,5,24,224,0.0243
2025-10-20,12:45:00,Muttom Yard,25,10,1,14,21,411,0.0379
2025-10-20,13:00:00,Aluva Depot,10,4,1,5,18,242,0.0162
2025-10-20,13:00:00,Muttom Yard,25,10,3,12,23,319,0.0321
2025-10-20,13:15:00,Aluva Depot,10,4,3,3,20,388,0.0341
2025-10-20,13:15:00,Muttom Yard,25,10,1,14,16,494,0.0228
2025-10-20,13:30:00,Aluva Depot,10,4,3,3,16,304,0.0469
2025-10-20,13:30:00,Muttom Yard,25,10,3,12,22,482,0.0488
2025-10-20,13:45:00,Aluva Depot,10,4,1,5,17,378,0.0425
2025-10-20,13:45:00,Muttom Yard,25,10,1,14,19,268,0.0107
2025-10-20,14:00:00,Aluva Depot,10,4,3,3,24,389,0.0235
2025-10-20,14:00:00,Muttom Yard,25,10,1,14,15,451,0.0182
2025-10-20,14:15:00,Aluva Depot,10,4,2,4,24,483,0.0223
2025-10-20,14:15:00,Muttom Yard,25,10,2,13,17,347,0.0107
2025-10-20,14:30:00,Aluva Depot,10,4,3,3,17,253,0.032
2025-10-20,14:30:00,Muttom Yard,25,10,3,12,24,216,0.0421
2025-10-20,14:45:00,Aluva Depot,10,4,1,5,18,253,0.0242
2025-10-20,14:45:00,Muttom Yard,25,10,2,13,20,331,0.0197
2025-10-20,15:00:00,Aluva Depot,10,4,2,4,16,338,0.0336
2025-10-20,15:00:00,Muttom Yard,25,10,2,13,17,336,0.0396
2025-10-20,15:15:00,Aluva Depot,10,4,3,3,24,231,0.0204
2025-10-20,15:15:00,Muttom Yard,25,10,2,13,15,258,0.0247
2025-10-20,15:30:00,Aluva Depot,10,4,1,5,15,292,0.0403
2025-10-20,15:30:00,Muttom Yard,25,10,2,13,17,223,0.0456
2025-10-20,15:45:00,Aluva Depot,10,4,2,4,21,432,0.0366
2025-10-20,15:45:00,Muttom Yard,25,10,3,12,21,420,0.0293
2025-10-20,16:00:00,Aluva Depot,10,4,2,4,21,422,0.0255
2025-10-20,16:00:00,Muttom Yard,25,10,2,13,21,487,0.0358
2025-10-20,16:15:00,Aluva Depot,10,4,2,4,19,357,0.0249
2025-10-20,16:15:00,Muttom Yard,25,10,2,13,15,211,0.0309
2025-10-20,16:30:00,Aluva Depot,10,4,2,4,19,252,0.0344
2025-10-20,16:30:00,Muttom Yard,25,10,1,14,17,369,0.0227
2025-10-20,16:45:00,Aluva Depot,10,4,2,4,24,314,0.021
2025-10-20,16:45:00,Muttom Yard,25,10,2,13,24,259,0.0459
2025-10-20,17:00:00,Aluva Depot,10,8,1,1,22,454,0.0384
2025-10-20,17:00:00,Muttom Yard,25,20,2,3,18,303,0.0443
2025-10-20,17:15:00,Aluva Depot,10,8,1,1,23,376,0.0399
2025-10-20,17:15:00,Muttom Yard,25,20,3,2,19,227,0.0155
2025-10-20,17:30:00,Aluva Depot,10,8,3,0,20,372,0.0292
2025-10-20,17:30:00,Muttom Yard,25,20,2,3,20,285,0.0325
2025-10-20,17:45:00,Aluva Depot,10,8,1,1,16,383,0.025
2025-10-20,17:45:00,Muttom Yard,25,20,1,4,17,477,0.0117
2025-10-20,18:00:00,Aluva Depot,10,8,3,0,21,352,0.0491
2025-10-20,18:00:00,Muttom Yard,25,20,1,4,17,420,0.0137
2025-10-20,18:15:00,Aluva Depot,10,8,3,0,20,421,0.0243
2025-10-20,18:15:00,Muttom Yard,25,20,2,3,23,359,0.0472
2025-10-20,18:30:00,Aluva Depot,10,8,3,0,22,328,0.0211
2025-10-20,18:30:00,Muttom Yard,25,20,3,2,21,483,0.045
2025-10-20,18:45:00,Aluva Depot,10,8,3,0,19,212,0.0463
2025-10-20,18:45:00,Muttom Yard,25,20,2,3,22,365,0.0141
2025-10-20,19:00:00,Aluva Depot,10,8,1,1,24,232,0.0293
2025-10-20,19:00:00,Muttom Yard,25,20,3,2,22,271,0.0384
2025-10-20,19:15:00,Aluva Depot,10,8,3,0,20,448,0.0168
2025-10-20,19:15:00,Muttom Yard,25,20,1,4,19,411,0.0101
2025-10-20,19:30:00,Aluva Depot,10,8,3,0,21,408,0.0444
2025-10-20,19:30:00,Muttom Yard,25,20,1,4,19,319,0.0249
2025-10-20,19:45:00,Aluva Depot,10,8,2,0,21,237,0.0464
2025-10-20,19:45:00,Muttom Yard,25,20,2,3,15,247,0.0344
2025-10-20,20:00:00,Aluva Depot,10,8,2,0,18,211,0.0293
2025-10-20,20:00:00,Muttom Yard,25,20,1,4,15,345,0.0157
2025-10-20,20:15:00,Aluva Depot,10,8,1,1,24,469,0.0487
2025-10-20,20:15:00,Muttom Yard,25,20,3,2,22,262,0.0197
2025-10-20,20:30:00,Aluva Depot,10,8,2,0,21,412,0.01
2025-10-20,20:30:00,Muttom Yard,25,20,2,3,21,493,0.0413
2025-10-20,20:45:00,Aluva Depot,10,8,2,0,19,415,0.0152
2025-10-20,20:45:00,Muttom Yard,25,20,1,4,18,396,0.0344
2025-10-20,21:00:00,Aluva Depot,10,4,2,4,19,210,0.0218
2025-10-20,21:00:00,Muttom Yard,25,10,3,12,19,498,0.0262
2025-10-20,21:15:00,Aluva Depot,10,4,3,3,24,262,0.0476
2025-10-20,21:15:00,Muttom Yard,25,10,1,14,18,458,0.0246
2025-10-20,21:30:00,Aluva Depot,10,4,1,5,16,247,0.0327
2025-10-20,21:30:00,Muttom Yard,25,10,1,14,20,471,0.0253
2025-10-20,21:45:00,Aluva Depot,10,4,2,4,16,490,0.0394
2025-10-20,21:45:00,Muttom Yard,25,10,2,13,21,240,0.0153
2025-10-20,22:00:00,Aluva Depot,10,4,2,4,16,384,0.0381
2025-10-20,22:00:00,Muttom Yard,25,10,1,14,20,493,0.0109
2025-10-20,22:15:00,Aluva Depot,10,4,1,5,15,428,0.023
2025-10-20,22:15:00,Muttom Yard,25,10,1,14,19,217,0.0122
2025-10-20,22:30:00,Aluva Depot,10,4,1,5,24,380,0.0447
2025-10-20,22:30:00,Muttom Yard,25,10,2,13,22,227,0.0118
2025-10-20,22:45:00,Aluva Depot,10,4,3,3,22,416,0.0421
2025-10-20,22:45:00,Muttom Yard,25,10,1,14,17,341,0.0191
2025-10-20,23:00:00,Aluva Depot,10,4,1,5,19,256,0.049
2025-10-20,23:00:00,Muttom Yard,25,10,3,12,16,328,0.0235
2025-10-21,05:30:00,Aluva Depot,10,4,1,5,22,385,0.0129
2025-10-21,05:30:00,Muttom Yard,25,10,1,14,20,268,0.0473
2025-10-21,05:45:00,Aluva Depot,10,4,1,5,15,423,0.0447
2025-10-21,05:45:00,Muttom Yard,25,10,2,13,18,380,0.0352
2025-10-21,06:00:00,Aluva Depot,10,4,3,3,19,480,0.0252
2025-10-21,06:00:00,Muttom Yard,25,10,1,14,15,451,0.0218
2025-10-21,06:15:00,Aluva Depot,10,4,2,4,22,357,0.0207
2025-10-21,06:15:00,Muttom Yard,25,10,1,14,16,393,0.0476
2025-10-21,06:30:00,Aluva Depot,10,4,3,3,24,216,0.0266
2025-10-21,06:30:00,Muttom Yard,25,10,2,13,20,200,0.0301
2025-10-21,06:45:00,Aluva Depot,10,4,3,3,23,237,0.023
2025-10-21,06:45:00,Muttom Yard,25,10,1,14,20,259,0.0193
2025-10-21,07:00:00,Aluva Depot,10,4,2,4,19,312,0.0449
2025-10-21,07:00:00,Muttom Yard,25,10,1,14,22,276,0.0109
2025-10-21,07:15:00,Aluva Depot,10,4,2,4,24,446,0.0141
2025-10-21,07:15:00,Muttom Yard,25,10,2,13,21,243,0.0367
2025-10-21,07:30:00,Aluva Depot,10,4,1,5,20,294,0.017
2025-10-21,07:30:00,Muttom Yard,25,10,2,13,16,204,0.0127
2025-10-21,07:45:00,Aluva Depot,10,4,1,5,15,470,0.0177
2025-10-21,07:45:00,Muttom Yard,25,10,3,12,18,356,0.0273
2025-10-21,08:00:00,Aluva Depot,10,8,1,1,19,316,0.024
2025-10-21,08:00:00,Muttom Yard,25,20,3,2,23,404,0.0112
2025-10-21,08:15:00,Aluva Depot,10,8,3,0,24,231,0.0242
2025-10-21,08:15:00,Muttom Yard,25,20,2,3,24,328,0.0462
2025-10-21,08:30:00,Aluva Depot,10,8,2,0,17,420,0.0231
2025-10-21,08:30:00,Muttom Yard,25,20,1,4,20,488,0.0156
2025-10-21,08:45:00,Aluva Depot,10,8,2,0,18,301,0.0279
2025-10-21,08:45:00,Muttom Yard,25,20,3,2,24,412,0.0168
2025-10-21,09:00:00,Aluva Depot,10,8,3,0,20,390,0.0174
2025-10-21,09:00:00,Muttom Yard,25,20,1,4,19,420,0.0224
2025-10-21,09:15:00,Aluva Depot,10,8,2,0,22,268,0.0166
2025-10-21,09:15:00,Muttom Yard,25,20,1,4,15,469,0.0206
2025-10-21,09:30:00,Aluva Depot,10,8,1,1,15,300,0.0453
2025-10-21,09:30:00,Muttom Yard,25,20,3,2,24,295,0.0324
2025-10-21,09:45:00,Aluva Depot,10,8,1,1,18,218,0.0279
2025-10-21,09:45:00,Muttom Yard,25,20,1,4,15,360,0.0269
2025-10-21,10:00:00,Aluva Depot,10,8,1,1,23,324,0.0266
2025-10-21,10:00:00,Muttom Yard,25,20,3,2,23,268,0.029
2025-10-21,10:15:00,Aluva Depot,10,8,1,1,23,247,0.0439
2025-10-21,10:15:00,Muttom Yard,25,20,3,2,21,443,0.0102
2025-10-21,10:30:00,Aluva Depot,10,8,2,0,18,479,0.0361
2025-10-21,10:30:00,Muttom Yard,25,20,2,3,23,359,0.027
2025-10-21,10:45:00,Aluva Depot,10,8,2,0,17,261,0.0308
2025-10-21,10:45:00,Muttom Yard,25,20,3,2,17,484,0.024
2025-10-21,11:00:00,Aluva Depot,10,8,2,0,22,385,0.0461
2025-10-21,11:00:00,Muttom Yard,25,20,3,2,22,464,0.02
2025-10-21,11:15:00,Aluva Depot,10,8,1,1,19,304,0.0468
2025-10-21,11:15:00,Muttom Yard,25,20,3,2,19,208,0.026
2025-10-21,11:30:00,Aluva Depot,10,8,2,0,15,475,0.018
2025-10-21,11:30:00,Muttom Yard,25,20,3,2,15,468,0.022
2025-10-21,11:45:00,Aluva Depot,10,8,1,1,16,389,0.0429
2025-10-21,11:45:00,Muttom Yard,25,20,2,3,20,435,0.0261
2025-10-21,12:00:00,Aluva Depot,10,4,2,4,22,370,0.0247
2025-10-21,12:00:00,Muttom Yard,25,10,2,13,18,245,0.0438
2025-10-21,12:15:00,Aluva Depot,10,4,2,4,17,472,0.0316
2025-10-21,12:15:00,Muttom Yard,25,10,3,12,22,380,0.0346
2025-10-21,12:30:00,Aluva Depot,10,4,3,3,20,244,0.0183
2025-10-21,12:30:00,Muttom Yard,25,10,2,13,23,497,0.0214
2025-10-21,12:45:00,Aluva Depot,10,4,2,4,15,215,0.0107
2025-10-21,12:45:00,Muttom Yard,25,10,3,12,21,493,0.029
2025-10-21,13:00:00,Aluva Depot,10,4,1,5,16,353,0.025
2025-10-21,13:00:00,Muttom Yard,25,10,3,12,20,324,0.0104
2025-10-21,13:15:00,Aluva Depot,10,4,3,3,15,368,0.0192
2025-10-21,13:15:00,Muttom Yard,25,10,2,13,22,388,0.0112
2025-10-21,13:30:00,Aluva Depot,10,4,1,5,24,333,0.0204
2025-10-21,13:30:00,Muttom Yard,25,10,1,14,24,341,0.0462
2025-10-21,13:45:00,Aluva Depot,10,4,2,4,17,457,0.0334
2025-10-21,13:45:00,Muttom Yard,25,10,1,14,20,472,0.0327
2025-10-21,14:00:00,Aluva Depot,10,4,1,5,15,344,0.0488
2025-10-21,14:00:00,Muttom Yard,25,10,2,13,21,239,0.0367
2025-10-21,14:15:00,Aluva Depot,10,4,1,5,15,449,0.0142
2025-10-21,14:15:00,Muttom Yard,25,10,3,12,19,261,0.0123
2025-10-21,14:30:00,Aluva Depot,10,4,2,4,22,320,0.048
2025-10-21,14:30:00,Muttom Yard,25,10,1,14,17,320,0.016
2025-10-21,14:45:00,Aluva Depot,10,4,1,5,15,219,0.0245
2025-10-21,14:45:00,Muttom Yard,25,10,3,12,23,238,0.0119
2025-10-21,15:00:00,Aluva Depot,10,4,3,3,19,218,0.0214
2025-10-21,15:00:00,Muttom Yard,25,10,1,14,19,221,0.0268
2025-10-21,15:15:00,Aluva Depot,10,4,2,4,22,250,0.0333
2025-10-21,15:15:00,Muttom Yard,25,10,3,12,20,450,0.0362
2025-10-21,15:30:00,Aluva Depot,10,4,3,3,21,261,0.0483
2025-10-21,15:30:00,Muttom Yard,25,10,2,13,22,432,0.0495
2025-10-21,15:45:00,Aluva Depot,10,4,2,4,17,232,0.0106
2025-10-21,15:45:00,Muttom Yard,25,10,1,14,18,313,0.0345
2025-10-21,16:00:00,Aluva Depot,10,4,2,4,18,260,0.0312
2025-10-21,16:00:00,Muttom Yard,25,10,3,12,19,200,0.0356
2025-10-21,16:15:00,Aluva Depot,10,4,2,4,22,229,0.039
2025-10-21,16:15:00,Muttom Yard,25,10,3,12,15,490,0.0337
2025-10-21,16:30:00,Aluva Depot,10,4,3,3,24,219,0.0328
2025-10-21,16:30:00,Muttom Yard,25,10,3,12,24,231,0.0301
2025-10-21,16:45:00,Aluva Depot,10,4,2,4,24,498,0.0334
2025-10-21,16:45:00,Muttom Yard,25,10,2,13,16,416,0.0417
2025-10-21,17:00:00,Aluva Depot,10,8,2,0,19,233,0.0238
2025-10-21,17:00:00,Muttom Yard,25,20,2,3,18,392,0.036
2025-10-21,17:15:00,Aluva Depot,10,8,1,1,20,258,0.0491
2025-10-21,17:15:00,Muttom Yard,25,20,3,2,21,327,0.016
2025-10-21,17:30:00,Aluva Depot,10,8,1,1,17,377,0.0165
2025-10-21,17:30:00,Muttom Yard,25,20,1,4,23,397,0.0104
2025-10-21,17:45:00,Aluva Depot,10,8,1,1,21,206,0.0283
2025-10-21,17:45:00,Muttom Yard,25,20,2,3,22,428,0.041
2025-10-21,18:00:00,Aluva Depot,10,8,3,0,21,237,0.0407
2025-10-21,18:00:00,Muttom Yard,25,20,3,2,21,320,0.0156
2025-10-21,18:15:00,Aluva Depot,10,8,2,0,24,382,0.0431
2025-10-21,18:15:00,Muttom Yard,25,20,2,3,22,283,0.0231
2025-10-21,18:30:00,Aluva Depot,10,8,3,0,20,454,0.0143
2025-10-21,18:30:00,Muttom Yard,25,20,2,3,17,352,0.0137
2025-10-21,18:45:00,Aluva Depot,10,8,2,0,17,381,0.0398
2025-10-21,18:45:00,Muttom Yard,25,20,2,3,19,247,0.0215
2025-10-21,19:00:00,Aluva Depot,10,8,2,0,15,304,0.0132
2025-10-21,19:00:00,Muttom Yard,25,20,1,4,16,247,0.0388
2025-10-21,19:15:00,Aluva Depot,10,8,1,1,22,312,0.019
2025-10-21,19:15:00,Muttom Yard,25,20,3,2,15,237,0.0193
2025-10-21,19:30:00,Aluva Depot,10,8,2,0,23,406,0.0479
2025-10-21,19:30:00,Muttom Yard,25,20,3,2,24,227,0.0263
2025-10-21,19:45:00,Aluva Depot,10,8,3,0,16,428,0.05
2025-10-21,19:45:00,Muttom Yard,25,20,3,2,23,384,0.0255
2025-10-21,20:00:00,Aluva Depot,10,8,2,0,16,366,0.025
2025-10-21,20:00:00,Muttom Yard,25,20,1,4,18,328,0.0483
2025-10-21,20:15:00,Aluva Depot,10,8,3,0,24,498,0.0412
2025-10-21,20:15:00,Muttom Yard,25,20,2,3,19,380,0.014
2025-10-21,20:30:00,Aluva Depot,10,8,3,0,22,437,0.0123
2025-10-21,20:30:00,Muttom Yard,25,20,2,3,17,366,0.0448
2025-10-21,20:45:00,Aluva Depot,10,8,1,1,19,417,0.0131
2025-10-21,20:45:00,Muttom Yard,25,20,2,3,18,476,0.0301
2025-10-21,21:00:00,Aluva Depot,10,4,2,4,19,251,0.0165
2025-10-21,21:00:00,Muttom Yard,25,10,2,13,20,310,0.0476
2025-10-21,21:15:00,Aluva Depot,10,4,2,4,23,412,0.036
2025-10-21,21:15:00,Muttom Yard,25,10,1,14,19,492,0.0391
2025-10-21,21:30:00,Aluva Depot,10,4,1,5,16,233,0.0285
2025-10-21,21:30:00,Muttom Yard,25,10,1,14,19,317,0.0359
2025-10-21,21:45:00,Aluva Depot,10,4,2,4,21,304,0.0229
2025-10-21,21:45:00,Muttom Yard,25,10,3,12,23,279,0.0231
2025-10-21,22:00:00,Aluva Depot,10,4,2,4,18,256,0.0433
2025-10-21,22:00:00,Muttom Yard,25,10,2,13,19,344,0.0443
2025-10-21,22:15:00,Aluva Depot,10,4,1,5,17,477,0.035
2025-10-21,22:15:00,Muttom Yard,25,10,3,12,20,201,0.0115
2025-10-21,22:30:00,Aluva Depot,10,4,1,5,20,250,0.0433
2025-10-21,22:30:00,Muttom Yard,25,10,2,13,18,244,0.0479
2025-10-21,22:45:00,Aluva Depot,10,4,1,5,23,323,0.0298
2025-10-21,22:45:00,Muttom Yard,25,10,3,12,15,485,0.036
2025-10-21,23:00:00,Aluva Depot,10,4,1,5,24,447,0.0474
2025-10-21,23:00:00,Muttom Yard,25,10,3,12,24,228,0.029
2025-10-22,05:30:00,Aluva Depot,10,4,1,5,22,243,0.0283
2025-10-22,05:30:00,Muttom Yard,25,10,1,14,24,255,0.0215
2025-10-22,05:45:00,Aluva Depot,10,4,1,5,21,275,0.0136
2025-10-22,05:45:00,Muttom Yard,25,10,2,13,21,258,0.0204
2025-10-22,06:00:00,Aluva Depot,10,4,2,4,16,392,0.0171
2025-10-22,06:00:00,Muttom Yard,25,10,3,12,23,417,0.0283
2025-10-22,06:15:00,Aluva Depot,10,4,3,3,21,358,0.0363
2025-10-22,06:15:00,Muttom Yard,25,10,1,14,23,483,0.0251
2025-10-22,06:30:00,Aluva Depot,10,4,2,4,23,474,0.0492
2025-10-22,06:30:00,Muttom Yard,25,10,3,12,19,205,0.0188
2025-10-22,06:45:00,Aluva Depot,10,4,2,4,18,454,0.0219
2025-10-22,06:45:00,Muttom Yard,25,10,1,14,22,458,0.022
2025-10-22,07:00:00,Aluva Depot,10,4,2,4,18,363,0.0333
2025-10-22,07:00:00,Muttom Yard,25,10,3,12,18,293,0.0166
2025-10-22,07:15:00,Aluva Depot,10,4,1,5,20,216,0.0467
2025-10-22,07:15:00,Muttom Yard,25,10,2,13,18,203,0.0198
2025-10-22,07:30:00,Aluva Depot,10,4,3,3,19,241,0.0252
2025-10-22,07:30:00,Muttom Yard,25,10,2,13,17,267,0.0131
2025-10-22,07:45:00,Aluva Depot,10,4,1,5,21,337,0.0208
2025-10-22,07:45:00,Muttom Yard,25,10,3,12,19,474,0.0203
2025-10-22,08:00:00,Aluva Depot,10,8,1,1,23,292,0.0125
2025-10-22,08:00:00,Muttom Yard,25,20,1,4,22,210,0.0158
2025-10-22,08:15:00,Aluva Depot,10,8,2,0,17,303,0.0146
2025-10-22,08:15:00,Muttom Yard,25,20,2,3,18,495,0.0109
2025-10-22,08:30:00,Aluva Depot,10,8,2,0,23,317,0.0134
2025-10-22,08:30:00,Muttom Yard,25,20,3,2,24,416,0.029
2025-10-22,08:45:00,Aluva Depot,10,8,1,1,15,222,0.0487
2025-10-22,08:45:00,Muttom Yard,25,20,2,3,21,499,0.037
2025-10-22,09:00:00,Aluva Depot,10,8,2,0,17,294,0.0421
2025-10-22,09:00:00,Muttom Yard,25,20,3,2,18,432,0.0341
2025-10-22,09:15:00,Aluva Depot,10,8,2,0,15,284,0.0146
2025-10-22,09:15:00,Muttom Yard,25,20,1,4,18,447,0.0325
2025-10-22,09:30:00,Aluva Depot,10,8,1,1,24,212,0.0467
2025-10-22,09:30:00,Muttom Yard,25,20,3,2,17,207,0.0112
2025-10-22,09:45:00,Aluva Depot,10,8,2,0,20,357,0.0215
2025-10-22,09:45:00,Muttom Yard,25,20,2,3,16,287,0.0371
2025-10-22,10:00:00,Aluva Depot,10,8,3,0,21,298,0.0243
2025-10-22,10:00:00,Muttom Yard,25,20,2,3,22,466,0.0311
2025-10-22,10:15:00,Aluva Depot,10,8,1,1,21,222,0.0237
2025-10-22,10:15:00,Muttom Yard,25,20,3,2,19,299,0.0268
2025-10-22,10:30:00,Aluva Depot,10,8,2,0,20,361,0.0119
2025-10-22,10:30:00,Muttom Yard,25,20,1,4,23,436,0.0395
2025-10-22,10:45:00,Aluva Depot,10,8,3,0,20,419,0.013
2025-10-22,10:45:00,Muttom Yard,25,20,2,3,19,368,0.0251
2025-10-22,11:00:00,Aluva Depot,10,8,1,1,15,377,0.0415
2025-10-22,11:00:00,Muttom Yard,25,20,3,2,22,376,0.0108
2025-10-22,11:15:00,Aluva Depot,10,8,2,0,18,468,0.0451
2025-10-22,11:15:00,Muttom Yard,25,20,3,2,20,250,0.0172
2025-10-22,11:30:00,Aluva Depot,10,8,1,1,24,239,0.0361
2025-10-22,11:30:00,Muttom Yard,25,20,2,3,24,286,0.045
2025-10-22,11:45:00,Aluva Depot,10,8,1,1,21,220,0.034
2025-10-22,11:45:00,Muttom Yard,25,20,1,4,22,448,0.0441
2025-10-22,12:00:00,Aluva Depot,10,4,3,3,21,492,0.0403
2025-10-22,12:00:00,Muttom Yard,25,10,2,13,21,259,0.0158
2025-10-22,12:15:00,Aluva Depot,10,4,2,4,17,475,0.0407
2025-10-22,12:15:00,Muttom Yard,25,10,1,14,17,252,0.0308
2025-10-22,12:30:00,Aluva Depot,10,4,3,3,24,275,0.0395
2025-10-22,12:30:00,Muttom Yard,25,10,2,13,16,272,0.023
2025-10-22,12:45:00,Aluva Depot,10,4,3,3,19,341,0.0429
2025-10-22,12:45:00,Muttom Yard,25,10,1,14,24,255,0.0139
2025-10-22,13:00:00,Aluva Depot,10,4,1,5,15,491,0.0203
2025-10-22,13:00:00,Muttom Yard,25,10,2,13,20,326,0.049
2025-10-22,13:15:00,Aluva Depot,10,4,1,5,21,452,0.0189
2025-10-22,13:15:00,Muttom Yard,25,10,1,14,19,332,0.0474
2025-10-22,13:30:00,Aluva Depot,10,4,3,3,15,329,0.029
2025-10-22,13:30:00,Muttom Yard,25,10,2,13,18,245,0.0295
2025-10-22,13:45:00,Aluva Depot,10,4,3,3,21,410,0.0471
2025-10-22,13:45:00,Muttom Yard,25,10,1,14,24,211,0.0202
2025-10-22,14:00:00,Aluva Depot,10,4,1,5,18,496,0.0489
2025-10-22,14:00:00,Muttom Yard,25,10,1,14,20,359,0.033
2025-10-22,14:15:00,Aluva Depot,10,4,1,5,15,361,0.018
2025-10-22,14:15:00,Muttom Yard,25,10,3,12,22,386,0.0437
2025-10-22,14:30:00,Aluva Depot,10,4,2,4,15,393,0.02
2025-10-22,14:30:00,Muttom Yard,25,10,2,13,18,367,0.0372
2025-10-22,14:45:00,Aluva Depot,10,4,3,3,24,204,0.0457
2025-10-22,14:45:00,Muttom Yard,25,10,2,13,23,293,0.0477
2025-10-22,15:00:00,Aluva Depot,10,4,3,3,16,491,0.0105
2025-10-22,15:00:00,Muttom Yard,25,10,3,12,21,215,0.0209
2025-10-22,15:15:00,Aluva Depot,10,4,3,3,18,349,0.0416
2025-10-22,15:15:00,Muttom Yard,25,10,1,14,23,486,0.0236
2025-10-22,15:30:00,Aluva Depot,10,4,3,3,17,274,0.0148
2025-10-22,15:30:00,Muttom Yard,25,10,2,13,19,301,0.019
2025-10-22,15:45:00,Aluva Depot,10,4,3,3,21,454,0.0225
2025-10-22,15:45:00,Muttom Yard,25,10,3,12,18,322,0.0473
2025-10-22,16:00:00,Aluva Depot,10,4,2,4,17,233,0.0114
2025-10-22,16:00:00,Muttom Yard,25,10,2,13,16,384,0.0281
